Timestamp,creative_data_id,"Is there a call to go online (e.g., shop online, visit the Web)? ","Is there online contact information provided (e.g., URL, website)? ","Is there a visual or verbal call to purchase (e.g., buy now, order now)?","Does the ad portray a sense of urgency to act (e.g., buy before sales end, order before it ends)? ","Is there an incentive to buy (e.g., a discount, a coupon, a sale, or 'limited time offer')? ","Is there offline contact information provided (e.g., phone, mail, store location)?",Is there mention of something free? ,"Does the ad mention at least one specific product or service (e.g., model, type, item)? ",Is there any verbal or visual mention of the price?,"Does the ad show the brand (logo, brand name) or trademark (something that most people know is the brand) multiple times?

For example, Nike ads often have the ""swoosh"" logo prominently displayed on shoes and apparel worn by celebrity athletes. The ""Just Do It"" slogan is another Nike trademark frequently included.",Does the ad show the brand or trademark exactly once at the end of the ad?,"Is the ad intended to affect the viewer emotionally, either with positive emotion (fun, joy), negative emotion (sad, anxious) or another type of emotion? (Note: You may not personally agree, but assess if that was the intention.)","If ""yes"" to the above, which of the following emotions is closest to the emotion that the ad was intending the viewer to feel? (Select all that apply.)","If yes to the above, did the ad successfully affect you emotionally, as intended?",Does the ad give you a positive feeling about the brand? ,"Does the ad have a story arc, with a beginning and an end? ","Does the ad have a reversal of fortune, where something changes for the better, or changes for the worse?",Does the ad have relatable characters? ,Is the ad creative/clever?,"Is the ad intended to be funny? (Note: You may not personally agree, but assess if that was the intention.)","If yes to the above, was the ad successfully funny, as intended?","Does this ad provide sensory stimulation (e.g., cool visuals, arousing music, mouth-watering)? ",Is the ad visually pleasing?,"Does the ad have cute elements like animals, babies, animated, characters, etc?",Was there a famous person in this ad? ,"If yes to the above, write the name of the famous person, if known.",What happened in this ad? (Answer in 2-3 sentences each),What was/were the company's goal(s) with this ad? Choose (potentially multiple) from:,How successful was the ad in achieving its goal(s)?,"How much did you like the ad? (1. Strongly dislike, 2. Dislike, 3. Neither Like or Dislike, 4. Like, 5. Strongly Like)","What was the slogan presented in the ad, if any?","After addressing the specific survey items, write a general description of the ad. You can use answers to the questions above to formulate your answer. Your description should include:
Brand and Product Identification: 
Specify the brand and whether a product is being advertised. (1 sentence)
Visual Elements: Describe what is seen on the screen, including setting, characters, and any text or graphics. (max 2 sentences)
Auditory Elements: Note what is heard, such as dialogue, voice-over, music, or sound effects. (max 2 sentences)
",Any additional feedback or things we should be aware of? ,Please enter the video identifier one more time (e.g. 123456789.mp4)
5/25/2024 8:59:52,1671240,No,No,Yes,No,No,No,No,Yes,"Yes, both",Yes,Yes,No,,N/A,Yes,No,No,Yes,Yes,No,N/A,Yes,Yes,No,No,none,T-Mobile is collaborating with Netflix and says that customers will now get free Netflix service when they use T-Mobile. It shows different clips of Netflix shows while the voiceover discusses all this.,"Directly persuade consumers to purchase, Increase consumer loyalty to the product/brand, Make consumers feel good about their purchase",5,5,America's Best Unlimited Network,"- T-Mobile, and they are promoting their phone lines and how T-Mobile customers will also get free Netflix.
- Different popular Netflix shows while the voiceover talks about how T-Mobile includes NETFLIX.
- The voiceover talks about how only $40 for 4 lines and that they will now include Netflix.",I think it is a great marketing plan because everyone wants free netflix,1671240
5/20/2024 7:45:29,1671980,Yes,Yes,No,No,Yes,No,No,No,No,Yes,Yes,Yes,"Amusement, Joy, Surprise",Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,N/A,The Progressive auto insurance box started vlogging about his daily life. Particularly about how he spends his life after saving money by going with Progressive auto insurance.,"Increase awareness of product/brand, Directly persuade consumers to purchase, Increase consumer loyalty to the product/brand, Make consumers feel good about their purchase",4,5,"""Local Agent""","Brand: Progressive auto insurance is being advertised as a way to save money on insurance

Visual Elements: House and city settings of the animated box character were displayed, text was displayed on the bottom which showed off how much money you can save with Progressive.

Auditory Elements: The animated box was doing all of the talking, some loud horn sound effects were playing, general city background noises.",N/A,1671980.mp4
5/20/2024 9:22:13,1671980,No,No,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,No,Curiosity,N/A,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,no,The insurance box character was talking about the 30% off and how much money auto insurance saves people,"Increase awareness of product/brand, Change what consumers know about the product/brand, Change how consumers feel about the product/brand, Directly persuade consumers to purchase",4,4,n/a,Auto insurance used their made up character to make a light hearted ad to promote how they are saving people money and have 30% off in order to attract more customers.,no,1671980
5/24/2024 3:47:59,1671980,No,Yes,No,No,Yes,No,No,Yes,"Yes, both",Yes,No,Yes,"Amusement, Curiosity",Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Chris Parnell (the box),The Box from progressive is vlogging and shows us his day in a life video. He also mentions discounts safe drivers can get while using Progressive.,"Increase awareness of product/brand, Change what consumers know about the product/brand, Directly persuade consumers to purchase",3,4,n/a,The box from Progressive was advertising their discounts. We follow the box around while he's doing his day by day activities. Throughout the whole ad the discounts are typed at the bottom and the URL is provided. The box has a very unserious voice which makes his jokes/ puns funny. He is able to sneak in savings you can get from Progressive easily while making jokes.,n/a,1671980.mp4
5/17/2024 20:22:31,1676138,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,No,,N/A,No,No,No,Yes,No,No,N/A,No,No,No,No,n/a,The ad has 2 people explaining a baseball play in a confusing way to an another people. Eluding consumers to Amica which is sure to provide good explanations so that everything is know about their car insurance.,Change how consumers feel about the product/brand,2,2,n/a,"Amica assures consumers that they will provide great explanations to consumers so that they are aware of everything regarding their car insurance. They do this between three characters who are discussing a baseball play without clear explanations. There is text in the ad that says ""not all explanations are helpful,"" but it states Amica is capable of helpfully insuring. ",n/a,1676138 mp4
5/17/2024 23:43:48,1676138,No,Yes,No,No,No,No,No,Yes,No,No,Yes,Yes,"Amusement, Joy",No,No,No,No,Yes,No,Yes,No,No,No,No,No,None,Three friends are sitting at table discussing the sport of cricket. One of the friend is very confused on the rules of cricket and tries to follow the explanation of his two friends. During the ad it cuts to a screen of text stating how confusing explanations can be and that Amica's explanations about car insurance are easy to understand in contrast to the cricket discussion.,"Increase awareness of product/brand, Change how consumers feel about the product/brand, Increase consumer loyalty to the product/brand",2,2,"Only the word ""Helpfulness"" could be considered a slogan in this ad.",The brand in this ad is Amica and they are advertising their car insurance consultations. Three friends are sitting at table discussing the sport of cricket. One of the friend is very confused on the rules of cricket and tries to follow the explanation of his two friends. During the ad it cuts to an orange screen of whtie text stating how confusing explanations can be and that Amica's explanations about car insurance are easy to understand in contrast to the cricket discussion. The only thing heard in this ad is the dialogue of the three friends and some slight nature sounds in the background. ,None,1676138.mp4
5/24/2024 11:45:28,1676138,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,No,,No,No,No,No,No,No,Yes,No,No,No,No,No,N/A,"Three guys were sitting at a table with food and drinks discussing what I thought was baseball. They were speaking really fast which was confusing. At the end, there was a screen which showed details about the insurance company and a number to call for a quote",Increase awareness of product/brand,1,1,no slogan,"The brand was Amica Mutual Insurance Company. The characters in this ad were three men,  one Indian and two white. Two of them were trying to explain something to the other and were talking so fast it sounded confusing. Some words on the screen were ""Not all explanations are helpful."" ""But at Amica, we'll explain everything you need to know about your car insurance""",N/A,1676138.mp4
5/15/2024 1:53:08,1678735,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,Yes,Yes,Amusement,No,Yes,No,No,No,Yes,Yes,No,Yes,Yes,No,Yes,Joel McHale,"We follow Joel McHale and he shows us how versatile and beneficial Enterprise is in his everyday life. We see him use it to carpool with his coworkers, rent a car for work or buy a car from their car sales.","Increase awareness of product/brand, Directly persuade consumers to purchase, Make consumers feel good about their purchase",4,3,N/A,"Enterprise is advertising how versatile and useful their rent, buy, share system is. The main character is Joel McHale and we spot him doing stunts with a car he got from Enterprise. Most of the advertisement is filmed near the set he uses for work and some of it is featured. The music is very upbeat and energetic which adds onto the stunts he does throughout the ad. ",N/A,1678735.mp4
5/17/2024 23:53:50,1678735,No,Yes,No,No,No,No,No,Yes,No,Yes,Yes,Yes,"Amusement, Joy",No,Yes,No,No,No,No,Yes,No,Yes,No,No,Yes,Joel McHale,"American actor and comedian Joel McHale start the ad by doing a jump stunt with his sports car. After damaging it he shows all the different services that Enterprise has to offer such as rental car delivery, car sales, and rental.","Increase awareness of product/brand, Increase consumer loyalty to the product/brand, Make consumers feel good about their purchase",3,3,None,"The brand in this ad is Enterprise and they are advertising their multitude of car services such as vehicle rental, ownership, and client pickup. In this advertisement, American actor and comedian Joel McHale drives his sports car off a ramp to perform a nonchalant stunt, and ends up damaging his ride. This allows him to exemplify some of Enterprise's services in various settings like purchasing a car in the Enterprise parking lot, or CarShare as a Enterprise vehicle and employee arrive at his location. During the upbeat music is played in the background as John McHale speaks throughout the ad to the viewer.",None,1678735.mp4
5/22/2024 15:00:42,1678735,No,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,"Amusement, Joy",No,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,No,Yes,i dont know his name,"In this ad, a man is expressing his preference for enterprise because of all the services they provide. He asserts that enterprise can fix his broken car. That he can commute with enterprise and he can rent a car, or even buy from enterprise car sales",Increase awareness of product/brand,4,3,na,"The brand is enterprise. The actor starts off my showing a stunt to purposely damage his car and then assert that enterprise will fix his car for him. He then asserts that with enterprise, he will be able to rent a car, or even buy a car. the sound of tire screeching and there is also an upbeat background sound.",na,1678735.mp4
5/15/2024 1:00:52,1683011,Yes,No,No,No,No,No,No,Yes,No,No,Yes,Yes,"Amusement, Anxiety, Surprise",Yes,Yes,Yes,Yes,Yes,Yes,No,N/A,Yes,Yes,No,No,N/A,"A guy seems to wake up in a rush and the places looks like a mess (looks like there was  party before) . He grabs a shaver to shave his facial hair while on a taxi, he then sees that his hair is also messed up so he shaves his hair and walks into what looks like his wedding.","Increase awareness of product/brand, Change what consumers know about the product/brand, Change how consumers feel about the product/brand, Directly persuade consumers to purchase, Increase consumer loyalty to the product/brand, Make consumers feel good about their purchase",4,4,Feel your skin,"Schick is selling a razor called the Xtreme4 which has better features. We seen a actor constantly changing locations with this extreme hardcore music to make it seem really high pressure. The different settings shown are his house, the taxi, and the wedding. There isn't much dialogue, just mostly a lot of action showing the results of the product. ",N/A,1683011.MP4
5/20/2024 9:26:21,1683011,No,No,Yes,No,No,No,No,Yes,No,Yes,Yes,Yes,Curiosity,Yes,Yes,Yes,Yes,Yes,Yes,No,N/A,Yes,Yes,Yes,No, no,A man was running late and he grabbed the  shaving razer  and basically shaved in the taxi,"Increase awareness of product/brand, Directly persuade consumers to purchase, Increase consumer loyalty to the product/brand",4,5,Free your skin,The man was running late but even then he grabbed his razer and was able to get finished shaving int he taxi. This shows how easy and quickly you can shave with that brand. ,no,1683011
5/25/2024 9:05:19,1683011,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,,N/A,Yes,Yes,Yes,Yes,Yes,No,N/A,Yes,Yes,No,No,none,A man is running late and he grabs Xtreme4 (razors) before he gets in his bed. The man proceeds to shave his beard and it shows how easy the product is to use.,Directly persuade consumers to purchase,4,4,no,"
- Xtreme4, their razors.
- A man in a very messy house looking unkempt, then he is running late so he quickly grabs Xtreme4 razor before getting into a cab where he uses the razors.
- The voiceover mentions how they have flexible blades and it is easy to use.",no,1683011
5/26/2024 20:09:05,1683011,No,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,"Amusement, Surprise",Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,N/A,The main guy just had a party the night before his wedding. He was able to tidy himself up and shave his beard and hair efficiently in a shaking car. ,Change how consumers feel about the product/brand,4,4,FREE YOUR SKIN,The product being advertised is XTREME3 and XTREME4 from the brand Schick. The setting first takes place in an apartment with visuals indicating a party last night. The settings changes with the main character as he hops on a car and drives to his wedding in the church. There wasn't any dialogue and had a male voice-over and music instead.,N/A,1683011.mp4
